StopID;StopText
1215;Oberdöbling S
1216;Silbergasse
1217;Sieveringer Straße
1218;Paradisgasse
1219;An den langen Lüssen
1220;Grinzing
1221;Grinzing
1222;An den langen Lüssen
1223;Paradisgasse
1224;Sieveringer Straße
1225;Silbergasse
1226;Oberdöbling S
1227;Hardtgasse
1228;Glatzgasse
1229;Börnergasse
1230;Nußdorfer Straße U
1231;Währinger Park
1232;Hardtgasse
1233;Krottenbachstraße S
1234;Flotowgasse
1235;Rodlergasse
1236;Kratzlgasse
1237;Gustav-Pick-Gasse
1238;Glanzing
1239;Strehlgasse
1240;Kleingartenverein Hackenberg
1241;Neustift, Agnesgasse
1242;Neustift am Walde
1243;Celtesgasse
1244;Salmansdorf
1245;Kammerergasse
1246;Bahnhof Heiligenstadt S U
1247;Weitlofgasse
1248;Fröschelgasse
1249;Fröschelgasse
1250;Salmannsdorf
1251;Celtesgasse
1252;Neustift am Walde
1253;Neustift, Agnesgasse
1254;Kleingartenverein Hackenberg
1255;Strehlgasse
1256;Kammerergasse
1257;Glanzing
1258;Gustav-Pick-Gasse
1259;Kratzlgasse
1260;Rodlergasse
1261;Krottenbachstraße S
1262;Obersteinergasse
1263;Flotowgasse
1264;Glatzgasse
1265;Bernreiterplatz
1266;Börnergasse
1267;Stadlau, Sozialmedizinisches Zentrum Ost
1268;Dänenstraße
1269;Nußdorfer Straße U
1270;Börse
1271;Berggasse
1272;Bauernfeldplatz
1273;Nußdorfer Straße / Alserbachstraße
1274;Währinger Straße, Volksoper U
1275;Sternwartestraße
1276;Gymnasiumstraße
1278;Breitenlee, Schule
1279;Cottagegasse
1280;Gregor-Mendel-Straße
1281;Linneplatz
1282;Dänenstraße
1283;Hugo-Wolf-Park
1284;Döblinger Friedhof
1285;Felix-Dahn-Straße
1286;Oberdöbling S
1287;Breitenlee, Schule
1288;Oberdöbling S
1289;Silbergasse
1290;Peter-Jordan-Straße
1291;Borkowskigasse
1292;Dänenstraße
1293;Linneplatz
1294;Gregor-Mendel-Straße
1295;Cottagegasse
1296;Währinger Park
1297;Gymnasiumstraße
1298;Sternwartestraße
1299;Währinger Straße, Volksoper U
1301;Bauernfeldplatz
1302;Berggasse
1303;Schottentor U
1304;Egon-Friedell-Gasse
1305;Felmayergasse
1306;Siemensstraße, Heinrich-von-Buol-Gasse
1307;Afritschgasse
1308;Bhf. Heiligenstadt S U
1309;Amtshaus Muthgasse
1310;Türkenschanzplatz
1311;Erndtgasse
1312;Scheibenbergstraße
1313;Pötzleinsdorf
1314;Dunantgasse
1315;Pötzleinsdorf
1316;Scheibenbergstraße
1317;Erndtgasse
1318;Türkenschanzplatz
1319;Carabelligasse, Ruthnergasse
1320;Pötzleinsdorf
1321;Khevenhüllerstraße
1322;Pötzleinsdorfer Friedhof
1323;Neustifter Friedhof 1. Tor
1324;Neustifter Friedhof 2. Tor
1325;Liechtensteinstraße - Schottentor U
1326;Neustifter Friedhof 3.Tor
1327;Neustifter Friedhof 2.Tor
1328;Neustifter Friedhof 1.Tor
1329;Pötzleinsdorfer Friedhof
1330;Khevenhüllerstraße
1331;Pötzleinsdorf
1334;Marietta-Blau-Gasse
1335;Marietta-Blau-Gasse
1336;Währinger Straße, Volksoper U
1337;Hildebrandgasse
1338;Vinzenzgasse
1339;Antonigasse
1340;Sommarugagasse
1341;Hildebrandgasse
1342;Michelbeuern U AKH
1343;Glanzing
1344;Grinzinger Straße
1345;Schottentor U
1346;Landesgerichtsstraße
1347;Zimmermannplatz
1348;Hernals S
1349;Dornbach
1350;Dornbacher Straße
1351;Himmelmutterweg
1352;Neuwaldegg (End-Hst.)
1353;Neuwaldegg (Anfang-Hst.)
1354;Himmelmutterweg
1355;Dornbacher Straße
1356;Dornbach
1357;Hernals S
1358;Ährengrubenweg
1359;Neustift, Agnesgasse
1360;Hernalser Gürtel
1361;Yppengasse
1362;Mayssengasse
1363;Wilhelminenstraße
1364;Römergasse
1365;Sandleitengasse
1366;Römergasse
1367;Wilhelminenstraße
1368;Mayssengasse
1369;Dornbach
1370;Frauengasse
1371;Hernalser Gürtel
1372;Brünnlbadgasse
1373;Yppengasse
1374;Ährengrubenweg
1375;Ring, Volkstheater U
1376;Auerspergstraße
1377;Strozzigasse
1378;Schottenfeldgasse
1379;Thaliastraße U
1380;Brunnengasse
1381;Thaliastraße, Haberlgasse
1382;Feßtgasse
1383;Schuhmeierplatz
1384;Ottakring S U
1385;Maroltingergasse
1386;Joachimsthalerplatz
1387;Ottakring S U
1388;Schuhmeierplatz
1389;Feßtgasse
1390;Thaliastraße, Haberlgasse
1391;Brunnengasse
1392;Thaliastraße U
1393;Schottenfeldgasse
1394;Strozzigasse
1395;Auerspergstraße
1396;Holbeingasse
1397;Starhemberg-Kaserne
1398;Starhemberg-Kaserne
1399;Holbeingasse
1400;Ring, Volkstheater >
1401;Volkstheater U
1402;Kellermanngasse
1403;Neubaugasse / Neustiftgasse
1404;Zieglergasse / Neustiftgasse
1405;Kaiserstraße / Neustiftgasse
1406;Thaliastraße >, Koppstraße
1407;Kirchstetterngasse
1408;Panikengasse
1409;Possingergasse
1410;Pfenninggeldgasse
1411;Gutraterplatz
1413;Rankgasse
1414;Joachimsthalerplatz
1415;Waidäckergasse
1416;Schrekergasse
1417;Reichmanngasse
1418;Otto Wagner Areal
1419;Klinik Penzing
1420;Klinik Penzing
1421;Otto Wagner Areal
1422;Reichmanngasse
1423;Schrekergasse
1424;Waidäckergasse
1425;Joachimsthalerplatz
1426;Moeringgasse
1427;Schmelz, Gablenzgasse
1428;Brüßlgasse
1429;Camillo-Sitte-Gasse
1430;Vogelweidplatz - Stadthalle
1431;Burggasse, Stadthalle U
1432;Kaiserstraße / Burggasse
1433;Zieglergasse / Burggasse
1434;Neubaugasse / Burggasse
1435;St.-Ulrichs-Platz
1436;Neilreichgasse / Troststraße
1438;Klinik Ottakring
1439;Klinik Ottakring
1440;Volkstheater U
1441;Stiftgasse
1442;Neubaugasse, Westbahnstraße
1443;Zieglergasse
1444;Kaiserstraße, Westbahnstraße
1445;Urban-Loritz-Platz
1446;Beingasse
1447;Schweglerstraße U
1448;Huglgasse
1449;Johnstraße U
1450;Hütteldorfer Straße U
1451;Hickelgasse - nur für Pe
1452;Breitensee S
1453;Leyserstraße
1454;Hütteldorfer Straße /  Lützowgasse
1455;Seckendorfstraße
1456;Waidhausenstraße
1457;Hütteldorfer Straße / Hochsatzengasse
1458;Baumgarten
1459;Rettichgasse
1460;Rosentalgasse
1461;Hütteldorf, Bujattigasse
1462;Hütteldorf, Bujattigasse
1463;Satzberggasse
1464;Rettichgasse
1465;Baumgarten
1466;Hochsatzengasse
1467;Waidhausenstraße
1468;Seckendorfstraße
1469;Lützowgasse
1470;Leyserstraße
1471;Breitensee S
1472;Hütteldorfer Straße U
1473;Johnstraße U
1474;Huglgasse
1475;Schweglerstraße U
1476;Beingasse
1477;Urban-Loritz-Platz
1478;Kaiserstraße, Westbahnstraße
1479;Zieglergasse
1480;Neubaugasse, Westbahnstraße
1481;Stiftgasse
1482;Volkstheater U
1483;Ungargasse, Neulinggasse
1484;Ziehrerplatz
1485;Rasumofskygasse
1486;Siebensterngasse
1487;Siebensterngasse
1488;Ziehrerplatz
1489;Ungargasse, Neulinggasse
1490;Karlsplatz U
1491;Schwarzenbergplatz
1492;Lisztstraße
1493;Am Modenapark
1495;Rochusgasse U
1496;Geusaugasse
1497;Rasumofskygasse
1498;Rochusgasse U
1499;Am Modenapark
1500;Lisztstraße
1501;Schwarzenbergplatz
1502;Karlsplatz U
1503;Schlachthausgasse U
1506;Siebeckstraße
1507;Häußlergasse
1508;Donaustadtstraße
1509;Wiedgasse
1510;Langobardenstraße
1512;Donaustadtstraße
1513;Häußlergasse
1514;Bernoullistraße
1516;Kagran U
1518;Kirsteweg
1519;Klederinger Straße
1520;Unterlaa, Stadtgrenze
1521;Klederinger Straße
1522;Kirsteweg
1523;Unterlaa
1524;Bahnhof Breitensee
1527;Ottakring S U
1528;Ottakring S U
1529;Wilhelminenspital
1530;Gutraterplatz
1531;Westbahnhof S U
1532;Staglgasse
1533;Mariahilfer Straße, Geibelgasse
1534;Rustengasse
1535;Anschützgasse
1536;Winckelmannstraße
1537;Penzinger Straße
1538;Diesterweggasse
1539;Ameisgasse
1540;Lützowgasse
1541;Gusenleithnergasse
1542;Zehetnergasse
1543;Gruschaplatz
1544;Hochsatzengasse
1545;Baumgarten
1548;Westbahnhof S U, Gerstnerstraße
1549;Westbahnhof S U, Gerstnerstraße
1550;Urban-Loritz-Platz
1551;Hochsatzengasse
1552;Gruschaplatz
1553;Zehetnergasse
1554;Gusenleithnergasse
1555;Lützowgasse
1556;Ameisgasse
1557;Diesterweggasse
1558;Linzer Straße, Reinlgasse
1559;Anschützgasse
1560;Rustengasse
1561;Mariahilfer Straße, Geibelgasse
1562;Staglgasse
1564;Kahlenberg
1565;Grinzinger Allee
1566;Zouvalgasse
1567;Zouvalgasse
1568;Hetmanekgasse
1569;Museumsquartier U
1570;Burgring
1571;Getreidemarkt
1572;Stiegengasse
1573;Haus des Meeres
1574;Esterhazygasse
1575;Brückengasse
1576;Sonnenuhrgasse
1577;Gumpendorfer Straße U
1578;Stiegergasse
1579;Grimmgasse
1580;Weiglgasse
1581;Hollergasse
1582;Rudolfsheim, Anschützgasse
1583;Hollergasse
1584;Grimmgasse
1585;Stiegergasse
1586;Gumpendorfer Straße U
1587;Sonnenuhrgasse
1588;Brückengasse
1589;Siebeneichengasse
1590;Haus des Meeres
1591;Stiegengasse
1592;Getreidemarkt
1593;Hirschengasse
1594;Hirschengasse
1595;Unfallkrankenhaus Meidling
1596;Hietzing U
1597;Dommayergasse
1598;Wenzgasse
1599;Fichtnergasse
1600;Verbindungsbahn
1601;Unter St. Veit, Hummelgasse
1602;Verbindungsbahn
1603;Fichtnergasse
1604;Wenzgasse
1605;Dommayergasse
1606;Rodaunbrücke
1607;Rodaunbrücke
1608;Niederhofstraße U
1609;Hütteldorfer Straße U (Bedarf)
1610;Hietzing U
1611;Gloriettegasse
1612;Stadlergasse
1613;Jagdschloßgasse
1614;Preyergasse
1615;Hofwiesengasse
1616;Speising, Hermesstraße
1617;Riedelgasse
1618;Sillerplatz
1619;Franz-Asenbauer-Gasse
1620;Maurer Hauptplatz
1621;Maurer Lange Gasse
1622;Anton-Krieger-Gasse
1623;Kaiser-Franz-Josef-Straße
1624;Rodaun
1625;Rodaun
1626;Kaiser-Franz-Josef-Straße
1627;Anton-Krieger-Gasse
1628;Maurer Lange Gasse
1629;Maurer Hauptplatz
1630;Franz-Asenbauer-Gasse
1631;Sillerplatz
1632;Riedelgasse
1633;Speising, Hermesstraße
1634;Hofwiesengasse
1635;Preyergasse
1636;Jagdschloßgasse
1637;Stadlergasse
1638;Gloriettegasse
1639;Dommayergasse
1640;Dörfelstraße
1641;Maurer Berg
1642;Rodauner Straße
1643;Lindauergasse
1644;Kaserngasse
1645;Gebirgsgasse
1646;Maurer Hauptplatz
1647;Karl-Schwed-Gasse
1648;Am Spiegeln
1649;Taglieberstraße
1650;Rudolf-Zeller-Gasse
1651;Bhf. Atzgersdorf S
1652;Atzgersdorf, Kirchenplatz
1654;Leopoldigasse
1655;Dr.-Neumann-Gasse
1656;Liesing S
1657;Knotzenbachgasse
1658;Dr.-Neumann-Gasse
1659;Scheugasse
1660;Liesing S
1661;Dr.-Neumann-Gasse
1662;Leopoldigasse
1663;Brunner Straße, Erlaaer Straße
1664;Bhf. Atzgersdorf S, Knotzenbachgasse
1665;Bhf. Atzgersdorf S
1666;Rudolf-Zeller-Gasse
1667;Taglieberstraße
1668;Am Spiegeln
1669;Karl-Schwed-Gasse
1670;Speisinger Straße
1671;Maurer Hauptplatz
1672;Gebirgsgasse
1673;Kaserngasse
1674;Lindauergasse
1675;Rodauner Straße
1676;Maurer Berg
1677;Rudolf-Waisenhorn-Gasse
1678;Oper, Karlsplatz >
1679;Bärenmühldurchgang
1680;Karlsplatz U
1681;Schleifmühlgasse
1682;Preßgasse
1683;Bhf. Meidling S U
1684;Margaretenplatz
1685;Hans-Mandl-Berufsschule
1686;Bacherplatz
1687;Reinprechtsdorfer Straße / Arbeitergasse
1688;Einsiedlerplatz
1689;Arbeitergasse, Gürtel
1690;Wolfganggasse
1691;Dörfelstraße
1692;Aßmayergasse
1693;Aßmayergasse
1694;Hans-Mandl-Berufsschule
1695;Wolfganggasse
1696;Arbeitergasse, Gürtel
1697;Einsiedlerplatz
1698;Reinprechtsdorfer Straße / Arbeitergasse
1699;Bacherplatz
1700;Klimtgasse
1701;Margaretenplatz, Schönbrunner Straße
1702;Schönbrunner Str. / Kettenbrückengasse
1703;Preßgasse
1704;Bärenmühldurchgang
1706;Bhf. Meidling S U, Eichenstraße
1707;Montecuccoliplatz
1709;Resselgasse
1710;Oper, Karlsplatz U
1711;Paulanergasse
1712;Mayerhofgasse
1713;Johann-Strauß-Gasse
1714;Laurenzgasse
1715;Kliebergasse
1716;Marx-Meidlinger-Straße
1717;Flurschützstraße, Längenfeldgasse
1718;Aßmayergasse
1719;Wattmanngasse, Elisabethallee
1720;Wienerbergbrücke
1721;Sonnergasse
1722;Küniglberg, ORF-Zentrum
1723;Hetzendorf S
1724;Schloss Hetzendorf
1725;Rosenhügelstraße
1726;Atzgersdorfer Straße
1727;Wattmanngasse
1728;Hofwiesengasse
1729;Küniglberg, ORF-Zentrum
1730;Klinik Hietzing
1731;Versorgungsheimplatz
1732;Wolkersbergenstraße
1733;Klimtgasse
1734;Bhf. Atzgersdorf S, Knotzenbachgasse
1735;Wolkersbergenstraße
1736;Versorgungsheimplatz
1737;Klinik Hietzing
1738;Hermesstraße
1739;Wattmanngasse
1740;Atzgersdorfer Straße
1741;Rosenhügelstraße
1742;Schloss Hetzendorf
1743;Hetzendorf S
1744;Altmannsdorfer Straße
1745;Sonnergasse
1746;Wienerbergbrücke
1747;Südwestfriedhof 1. Tor
1748;Aßmayergasse
1749;Flurschützstraße, Längenfeldgasse
1750;Marx-Meidlinger-Straße
1751;Laurenzgassse
1752;Johann-Strauß-Gasse
1753;Mayerhofgasse
1754;Paulanergasse
1755;Südwestfriedhof 2. und 8. Tor
1756;Karlsplatz U
1757;Siebertgasse
1758;Südwestfriedhof 3. und 7. Tor
1759;Südwestfriedhof 2. und 8. Tor
1760;Hohenbergstraße
1761;Südwestfriedhof 3. und 7. Tor
1762;Flurschützstraße / Längenfeldgasse
1763;Clemens-Holzmeister-Straße
1764;Niederhofstraße U
1766;Meidling Hauptstraße U
1767;Rosasgasse
1768;Pohlgasse
1769;Theergasse
1770;Gatterhölzl
1771;Hohenfelsplatz
1772;Weißenthurngasse
1773;Gaßmannstraße
1774;Graf-Seilern-Gasse
1775;Edelsinnstraße
1776;Schloss Hetzendorf
1777;Am Fasangarten
1779;Marschallplatz
1780;Südwestfriedhof 1. Tor
1781;Marschallplatz
1782;Schloss Hetzendorf
1783;Edelsinnstraße
1784;Gaßmannstraße
1785;Weißenthurngasse
1786;Hohenfelsplatz
1787;Stranitzkygasse
1788;Theergasse
1789;Pohlgasse
1790;Rosasgasse
1791;Rotenmühlgasse
1792;Meidling Hauptstraße U
1793;Graffgasse
1794;Niederhofstraße U
1795;Hohenbergstraße
1796;Flurschützstraße / Längenfeldgasse
1797;Unfallkrankenhaus Meidling
1798;Gesundheitszentrum Süd
1799;Montecuccoliplatz
1800;Meidling Hauptstraße U
1801;Ruckergasse
1802;Hohenbergstraße
1803;Altmannsdorfer Straße
1804;Sagedergasse
1805;Jungnickelweg
1806;Steinsee
1807;Mühlbreiten
1808;Schloss Alterlaa
1809;Josef-Österreicher-Gasse
1810;Brunner Straße, Erlaaer Straße
1811;Atzgersdorf, Friedhof
1814;Liesing, Industriegelände West
1815;Liesing, Friedhof
1816;Liesing, Feuerwache
1817;Pellmannbrücke
1818;Liesing S
1819;Alterlaa U
1820;Am Fasangarten
1821;Pellmannbrücke
1822;Liesing-Feuerwache
1823;Liesing, Friedhof
1824;Liesing, Industriegelände West
1825;An den Steinfeldern
1826;Carlbergergasse
1827;Atzgersdorf, Friedhof
1828;Brunner Straße, Erlaaer Straße
1829;Josef-Österreicher-Gasse
1830;Schloss Alterlaa
1831;Mühlbreiten
1832;Hohenbergstraße
1833;Steinsee
1834;Jungnickelweg
1835;Sagedergasse
1836;Altmannsdorfer Straße
1837;Haschkagasse
1838;Ruckergasse
1839;Eduard-Kittenberger-Gasse
1840;Liesinger-Flur-Gasse
1841;Fa. Perfekta
1842;Wienerbergbrücke
1843;Sonnergasse
1844;Brunner Straße / Erlaaer Straße
1845;Graffgasse
1847;Bhf. Meidling S U, Schedifkaplatz
1848;Bhf. Meidling < >, Schedifkaplatz
1849;Sonnergasse
1850;Meidling Hauptstraße U
1851;Steinsee
1852;Rossakgasse
1853;Goldhammergasse
1854;Meischlgasse
1855;Erlaaer Spitz
1856;Hetmanekgasse
1863;Perfektastraße U
1864;Bobiesgasse
1865;Erlaaer Spitz
1866;Meischlgasse
1867;Goldhammergasse
1868;Rossakgasse
1869;Laxenburger Straße / Sahulkastraße
1870;Clemens-Holzmeister-Straße
1871;Fa. Perfekta
1872;Liesinger-Flur-Gasse
1873;Eduard-Kittenberger-Gasse
1874;An den Steinfeldern
1875;Davidgasse
1876;Troststraße
1877;Windtenstraße
1878;Stefan-Fadinger-Platz
1880;Stefan-Fadinger-Platz
1881;Windtenstraße
1882;Troststraße
1883;Davidgasse
1884;Knöllgasse
1887;Hubermanngasse
1888;Hubermanngasse
1889;Otto-Probst-Platz
1890;Willendorfer Gasse
1891;Sterngasse
1892;Neusteinhof
1893;Sterngasse
1894;Wienerfeld
1895;Sindinggasse
1896;Gußriegelstraße
1897;Perfektastraße U
1898;Computerstraße
1899;Computerstraße, Gutheil-Schoder-Gasse
1903;Inzersdorf, Kolpingstraße
1905;Richard-Strauss-Straße
1907;Brunner Straße / Erlaaer Straße
1908;Atzgersdorf, Kirchenplatz
1909;Corvinusgasse
1910;Liesing, Schulzentrum
1911;Liesing, Schulzentrum
1912;Corvinusgasse
1913;Liesing S
1914;Purkytgasse
1915;Schwarzenhaidestraße
1916;Computerstraße
1918;Breiteneckergasse
1919;Sobotagasse
1920;Triesterstraße / Rossakgasse
1921;Dobrowskygasse
1922;Inzersdorf, Zetschegasse
1923;Traviatagasse
1924;Arthaberplatz
1925;Laxenburger Straße / Troststraße
1926;Neilreichgasse / Troststraße
1927;Sterngasse
1928;Raxstraße, Rudolfshügelgasse
1929;Traviatagasse
1930;Neilreichgasse / Troststraße
1931;Laxenburger Straße / Troststraße
1932;Arthaberplatz
1933;Quellenplatz
1934;Dobrowskygasse
1935;Kinskygasse
1936;Purkytgasse
1937;Speditionsstraße
1938;Reumannplatz U
1939;Troststraße
1940;Laxenburger Straße / Troststraße
1941;Laxenburger Straße / Raxstraße
1942;Sibeliusstraße
1943;Franz-Schreker-Gasse
1944;Oberlaaer Straße
1945;Siedlung Blumental
1946;Inzersdorf, Friedhof
1947;Pfarrgasse
1949;Schwarzenhaidestraße
1950;Alterlaa U
1951;Carlbergergasse
1952;Altmannsdorfer Straße
1953;Inzersdorf, Großmarkt
1955;Wienerfeld
1957;Wagner-Schönkirch-Gasse
1958;Wienerfeld
1961;Leopoldigasse
1962;Leopoldigasse
1963;Alterlaa U
1964;Steinsee
1965;Schwarzenhaidestraße
1966;Purkytgasse
1967;Pfarrgasse
1968;Inzersdorf, Friedhof
1969;Siedlung Blumental
1970;Oberlaaer Straße
1971;Wienerfeld
1972;Sibeliusstraße
1973;Selma-Lagerlöf-Gasse
1974;Laxenburger Straße / Raxstraße
1975;Kurt-Tichy-Gasse
1976;Kurt-Tichy-Gasse
1977;Selma-Lagerlöf-Gasse
1978;Josef-Enslein-Platz
1979;Stockholmer Platz
1980;Rothneusiedl
1981;Himberger Straße
1982;Franzosenweg
1983;Weidelstraße
1984;Hämmerlegasse
1985;Bischofgasse
1986;Leopoldsdorfer Straße
1987;Oberlaaer Platz
1988;Johann-Friedl-Gasse
1989;Unterlaaer Straße
1990;Sebastianbrücke
1991;Unterlaa
1992;Sebastianbrücke
1993;Unterlaaer Straße
1994;Johann-Friedl-Gasse
1995;Oberlaaer Platz
1996;Leopoldsdorfer Straße
1997;Bischofgasse
1998;Hämmerlegasse
1999;Weidelstraße
2000;Franzosenweg
2001;Berlepschgasse
2002;Rothneusiedl
2003;Stockholmer Platz
2004;Josef-Enslein-Platz
2005;Laxenburger Straße / Troststraße
2006;Ettenreichgasse, Schulzentrum
2007;Reumannplatz U
2008;Wagner-Schönkirch-Gasse
2009;Enkplatz, Grillgasse
2010;Schwarzenbergplatz
2011;Zentralfriedhof 3.Tor
2012;Unteres Belvedere
2013;Rennweg S
2014;Kleistgasse
2015;Oberzellergasse
2016;St. Marx S
2017;Ettenreichgasse, Schulzentrum
2018;Litfaßstraße
2019;Molitorgasse
2020;Zippererstraße U
2021;Hauffgasse
2023;Braunhubergasse
2024;Simmering S U
2025;Fickeysstraße
2026;Weißenböckstraße
2027;Zentralfriedhof 1.Tor
2028;Zentralfriedhof 2.Tor
2029;Zentralfriedhof 3.Tor
2030;Zentralfriedhof 2.Tor
2031;Zentralfriedhof 1.Tor
2032;Weißenböckstraße
2033;Fickeysstraße
2034;Simmering S U
2035;Braunhubergasse
2036;Enkplatz U, Grillgasse
2037;Zentralfriedhof 3.Tor
2038;Hauffgasse
2039;Zippererstraße U
2040;Molitorgasse
2041;Litfaßstraße
2042;Trappweg
2043;St. Marx S
2044;Oberzellergasse
2045;Kleistgasse
2046;Rennweg S
2047;Unteres Belvedere
2048;Heizwerkstraße
2049;Heizwerkstraße
2050;Zentralfriedhof, 3.Tor
2051;Zentralfriedhof, 4.Tor
2052;Hauptwerkstätte
2053;Etrichstraße
2054;Deutschstraße
2055;Schwechat, Brauerei
2056;Schwechat, Wiener Straße
2057;Schwechat, Brauerei
2058;Simmering S U
2059;Etrichstraße
2060;Hauptwerkstätte
2061;Zentralfriedhof 4.Tor
2062;Südrandstraße
2063;Südrandstraße
2064;Kornauthgasse
2065;Simmering S U
2066;Unter der Kirche
2067;Rohrhofergasse
2068;Lindenbauergasse
2069;Florian-Hedorfer-Straße
2070;Am Himmelreich
2071;Hörtengasse
2072;Luzegasse
2073;Klebindergraben
2074;Bleriotgasse
2075;Pantucekgasse
2076;Trappweg
2077;Anton-Stilling-Platz
2078;Kronfußgasse
2079;Kronfußgasse
2081;Am Kanal, Hasenleitengasse
2082;Hasenleitengasse, Schemmerlstraße
2083;Unter der Kirche
2084;Florian-Hedorfer-Straße
2085;Kaiserebersdorfer Friedhof
2086;Schloss Neugebäude
2087;Hörtengasse
2088;Am Himmelreich
2089;Florian-Hedorfer-Straße
2090;Lindenbauergasse
2091;Rohrhofergasse
2092;Bleriotgasse
2093;Adamovichgasse
2094;Lamezanstraße
2095;Inzersdorf, Slamastraße
2096;Pfarrgasse, Traviatagasse
2097;Anton-Stilling-Platz
2099;Simmering S U
2100;Praterstern S U
2101;Vivariumstraße
2102;Kurzbauergasse
2103;Josef-Gall-Gasse
2104;Wittelsbachstraße
2105;Friedensgasse
2106;Lukschgasse
2107;Stadionallee
2108;Stadionbrücke
2109;Schlachthausgasse
2111;Stadionbrücke
2112;Lukschgasse
2113;Friedensgasse
2114;Wittelsbachstraße / Schüttelstraße
2115;Josef-Gall-Gasse
2116;Kurzbauergasse
2117;Franzensbrücke
2127;Tenschertstraße
2128;Jochen-Rindt-Straße
2129;Kolbegasse
2131;Stadionbrücke
2133;Wasserwiese
2134;Hauptallee, Lusthausstraße
2135;Lusthaus, Aspernallee
2136;Lusthaus
2137;Kolbegasse
2138;Jochen-Rindt-Straße
2139;Lusthaus, Aspernallee
2140;Hauptallee, Lusthausstraße
2141;Wasserwiese
2142;Tenschertstraße
2143;Deutschstraße
2144;Weißenböckstraße
2145;Weißenböckstraße
2146;Rustenschacherallee
2156;Geringergasse
2157;Jägerstraße U
2158;Floridsdorfer Brücke
2159;Floridsdorfer Brücke
2160;Schottenring U
2161;Obere Donaustraße
2162;Obere Augartenstraße
2163;Gaußplatz
2164;Klosterneuburger Str. / Wallensteinstr.
2165;Gerhardusgasse
2166;Wexstraße
2167;Jägerstraße U
2168;Höchstädtplatz
2169;Friedrich-Engels-Platz
2170;Hubertusdamm
2171;Matthäus-Jiszda-Straße
2172;Floridsdorf S U
2173;Am Spitz
2174;Nordbrücke
2175;Koloniestraße
2176;Hopfengasse
2177;Winkeläckerstraße
2178;Autokaderstraße
2179;Rußbergstraße
2180;Edmund-Hawranek-Platz
2181;Edmund-Hawranek-Platz
2182;Rußbergstraße
2183;Autokaderstraße
2184;Winkeläckerstraße
2185;Hopfengasse
2186;Koloniestraße
2187;Nordbrücke
2188;Am Spitz
2189;Floridsdorf S U
2190;Matthäus-Jiszda-Straße
2191;Hubertusdamm
2192;Bahnsteggasse
2193;Jägerstraße U
2194;Wexstraße
2195;Gerhardusgasse
2196;Klosterneuburger Str. / Wallensteinstr.
2197;Gaußplatz
2198;Obere Augartenstraße
2199;Obere Donaustraße
2200;Carabelligasse
2201;Carabelligasse
2202;Wallensteinplatz
2203;Brigittaplatz
2204;Jägerstraße U
2205;Floridsdorfer Markt
2206;Brünner Straße S
2207;Shuttleworthstraße
2208;Großjedlersdorf
2209;Brünner Straße / Hanreitergasse
2210;Anton-Schall-Gasse
2211;Van-Swieten-Kaserne
2212;Stammersdorf
2213;Bahnsteggasse
2214;Schottenring U
2216;Van-Swieten-Kaserne
2217;Anton-Schall-Gasse
2218;Brünner Straße / Hanreitergasse
2219;Großjedlersdorf
2220;Shuttleworthstraße
2221;Brünner Straße S
2222;Floridsdorfer Markt
2223;Brigittaplatz
2224;Wallensteinplatz
2225;Gaußplatz
2226;Empergergasse
2227;Empergergasse
2228;Franz-Jonas-Platz
2229;Per-Albin-Hansson-Siedlung-Ost
2230;Per-Albin-Hansson-Siedlung-Ost
2231;Tesarekplatz
2232;Otto-Probst-Straße
2233;Schleiergasse
2234;Altes Landgut
2235;Alaudagasse
2236;Stockholmer Platz
2237;Rothneusiedl
2238;Per-Albin-Hansson-Siedlung-Ost
2239;Laaer-Berg-Straße
2240;Oberlaa U
2241;Laaer-Berg-Straße
2242;Reumannplatz U
2243;Reumannplatz U
2244;Otto-Probst-Platz
2245;Per-Albin-Hansson-Siedlung-Ost
2246;Rothneusiedl
2247;Stockholmer Platz
2248;Alaudagasse
2249;Altes Landgut
2250;Schleiergasse
2251;Troststraße
2252;Otto-Probst-Straße
2253;Tesarekplatz
2254;Raxstraße, Rudolfshügelgasse
2255;Sahulkastraße
2256;Wienerfeldgasse
2257;Frödenplatz
2258;Wienerfeldgasse
2259;Sahulkastraße
2260;Raxstraße, Rudolfshügelgasse
2261;Frödenplatz
2262;Klinik Penzing
2263;Otto Wagner Areal
2264;Raimannstraße
2265;Baumgartner Friedhof, 5. Tor
2266;Tinterstraße
2267;Waidhausenstraße
2268;Gruschaplatz
2269;Unter St. Veit U
2270;Zehetnergasse
2271;Seckendorfstraße
2272;Baumgartner Friedhof, 3. Tor
2273;Baumgartner Friedhof, 5. Tor
2274;Niederpointenstraße
2275;An der Niederhaid
2276;Friedjunggasse
2277;Friedjunggasse
2278;7. Haidequerstraße
2279;Tenschertstraße
2280;Tenschertstraße
2281;Baumgartner Friedhof, 3. Tor
2293;Schwechat, Wiener Straße
2294;Hackinger Straße
2295;Hochsatzengasse
2296;Ober St. Veit U
2297;Pantucekgasse, Widholzgasse
2298;Leberberg
2299;Svetelskystraße
2300;Kaiserebersdorf, Zinnergasse
2305;Liesing
2311;Zinnergasse, Kaiserebersdorf
2312;Svetelskystraße
2313;Leberberg
2314;Pantucekgasse, Widholzgasse
2315;Svetelskystraße
2316;Mehlführergasse
2317;Schartlgasse
